ISIN;Currency;Exchange;ETF Underlying Index Ticker;Dvd Freq;Code;Type;Name;GICS Sector;GICS Ind Name;Name
DE0007037129;EUR;GY;#N/A Field Not Applicable;Annual;RWE;Common Stock;RWE AG;Utilities;Multi-Utilities;RWE AG
DE0007164600;EUR;GY;#N/A Field Not Applicable;Annual;SAP;Common Stock;SAP SE;Information Technology;Software;SAP SE
DE0007236101;EUR;GY;#N/A Field Not Applicable;Annual;SIE;Common Stock;SIEMENS AG-REG;Industrials;Industrial Conglomerates;SIEMENS AG-REG
DE0005190003;EUR;GY;#N/A Field Not Applicable;Annual;BMW;Common Stock;BAYERISCHE MOTOREN WERKE AG;Consumer Discretionary;Automobiles;BMW AG
DE0005785604;EUR;GY;#N/A Field Not Applicable;Annual;FRE;Common Stock;FRESENIUS SE & CO KGAA;Health Care;Health Care Providers & Servic;FRESENIUS SE & C
DE0008404005;EUR;GY;#N/A Field Not Applicable;Annual;ALV;Common Stock;ALLIANZ SE-REG;Financials;Insurance;ALLIANZ SE-REG
DE000A1ML7J1;EUR;GY;#N/A Field Not Applicable;Annual;VNA;Common Stock;VONOVIA SE;Real Estate;Real Estate Management & Devel;VONOVIA SE
DE0006062144;EUR;GY;#N/A Field Not Applicable;Annual;1COV;Common Stock;COVESTRO AG;Materials;Chemicals;COVESTRO AG
DE0007664039;EUR;GY;#N/A Field Not Applicable;Annual;VOW3;Preference;VOLKSWAGEN AG-PREF;Consumer Discretionary;Automobiles;VOLKSWAGEN-PREF
IE00BZ12WP82;EUR;GY;#N/A Field Not Applicable;Quarter;LIN;Common Stock;LINDE PLC;Materials;Chemicals;LINDE PLC
DE0006047004;EUR;GY;#N/A Field Not Applicable;Annual;HEI;Common Stock;HEIDELBERGCEMENT AG;Materials;Construction Materials;HEIDELBERGCEMENT
DE000A0HN5C6;EUR;GY;#N/A Field Not Applicable;Annual;DWNI;Common Stock;DEUTSCHE WOHNEN SE;Real Estate;Real Estate Management & Devel;DEUTSCHE WOHNEN
DE0005785802;EUR;GY;#N/A Field Not Applicable;Annual;FME;Common Stock;FRESENIUS MEDICAL CARE AG &;Health Care;Health Care Providers & Servic;FRESENIUS MEDICA
DE000A1EWWW0;EUR;GY;#N/A Field Not Applicable;Annual;ADS;Common Stock;ADIDAS AG;Consumer Discretionary;Textiles, Apparel & Luxury Goo;ADIDAS AG
DE0005439004;EUR;GY;#N/A Field Not Applicable;Irreg;CON;Common Stock;CONTINENTAL AG;Consumer Discretionary;Auto Components;CONTINENTAL AG
DE0008430026;EUR;GY;#N/A Field Not Applicable;Annual;MUV2;Common Stock;MUENCHENER RUECKVER AG-REG;Financials;Insurance;MUENCHENER RUE-R
DE0005810055;EUR;GY;#N/A Field Not Applicable;Annual;DB1;Common Stock;DEUTSCHE BOERSE AG;Financials;Capital Markets;DEUTSCHE BOERSE
DE0006048432;EUR;GY;#N/A Field Not Applicable;Annual;HEN3;Preference;HENKEL AG & CO KGAA VORZUG;Consumer Staples;Household Products;HENKEL AG -PFD
DE0006599905;EUR;GY;#N/A Field Not Applicable;Annual;MRK;Common Stock;MERCK KGAA;Health Care;Pharmaceuticals;MERCK KGAA
DE0005200000;EUR;GY;#N/A Field Not Applicable;Annual;BEI;Common Stock;BEIERSDORF AG;Consumer Staples;Personal Products;BEIERSDORF AG
DE000A0D9PT0;EUR;GY;#N/A Field Not Applicable;Annual;MTX;Common Stock;MTU AERO ENGINES AG;Industrials;Aerospace & Defense;MTU AERO ENGINES
US0028241000;USD;US;#N/A Field Not Applicable;Quarter;ABT;Common Stock;ABBOTT LABORATORIES;Health Care;Health Care Equipment & Suppli;ABBOTT LABS
US00287Y1091;USD;US;#N/A Field Not Applicable;Quarter;ABBV;Common Stock;ABBVIE INC;Health Care;Biotechnology;ABBVIE INC
US0028962076;USD;US;#N/A Field Not Applicable;Irreg;ANF;Common Stock;ABERCROMBIE & FITCH CO-CL A;Consumer Discretionary;Specialty Retail;ABERCROMBIE & FI
US00507V1098;USD;US;#N/A Field Not Applicable;Annual;ATVI;Common Stock;ACTIVISION BLIZZARD INC;Communication Services;Entertainment;ACTIVISION BLIZZ
US00724F1012;USD;US;#N/A Field Not Applicable;Irreg;ADBE;Common Stock;ADOBE INC;Information Technology;Software;ADOBE INC
US0530151036;USD;US;#N/A Field Not Applicable;Quarter;ADP;Common Stock;AUTOMATIC DATA PROCESSING;Information Technology;IT Services;AUTOMATIC DATA
US00751Y1064;USD;US;#N/A Field Not Applicable;Quarter;AAP;Common Stock;ADVANCE AUTO PARTS INC;Consumer Discretionary;Specialty Retail;ADVANCE AUTO PAR
US00130H1059;USD;US;#N/A Field Not Applicable;Quarter;AES;Common Stock;AES CORP;Utilities;Independent Power and Renewabl;AES CORP
US0082521081;USD;US;#N/A Field Not Applicable;Quarter;AMG;Common Stock;AFFILIATED MANAGERS GROUP;Financials;Capital Markets;AFFIL MANAGERS
US0010551028;USD;US;#N/A Field Not Applicable;Quarter;AFL;Common Stock;AFLAC INC;Financials;Insurance;AFLAC INC
US00846U1016;USD;US;#N/A Field Not Applicable;Quarter;A;Common Stock;AGILENT TECHNOLOGIES INC;Health Care;Life Sciences Tools & Services;AGILENT TECH INC
US0091581068;USD;US;#N/A Field Not Applicable;Quarter;APD;Common Stock;AIR PRODUCTS & CHEMICALS INC;Materials;Chemicals;AIR PRODS & CHEM
US00971T1016;USD;US;#N/A Field Not Applicable;None;AKAM;Common Stock;AKAMAI TECHNOLOGIES INC;Information Technology;IT Services;AKAMAI TECHNOLOG
US0152711091;USD;US;#N/A Field Not Applicable;Quarter;ARE;REIT;ALEXANDRIA REAL ESTATE EQUIT;Real Estate;Equity Real Estate Investment;ALEXANDRIA REAL
US0162551016;USD;US;#N/A Field Not Applicable;None;ALGN;Common Stock;ALIGN TECHNOLOGY INC;Health Care;Health Care Equipment & Suppli;ALIGN TECHNOLOGY
US01609W1027;USD;US;#N/A Field Not Applicable;None;BABA;ADR;ALIBABA GROUP HOLDING-SP ADR;Consumer Discretionary;Internet & Direct Marketing Re;ALIBABA GRP-ADR
US0185811082;USD;US;#N/A Field Not Applicable;Quarter;ADS;Common Stock;ALLIANCE DATA SYSTEMS CORP;Information Technology;IT Services;ALLIANCE DATA
US0200021014;USD;US;#N/A Field Not Applicable;Quarter;ALL;Common Stock;ALLSTATE CORP;Financials;Insurance;ALLSTATE CORP
US02079K3059;USD;US;#N/A Field Not Applicable;None;GOOGL;Common Stock;ALPHABET INC-CL A;Communication Services;Interactive Media & Services;ALPHABET INC-A
US02079K1079;USD;US;#N/A Field Not Applicable;None;GOOG;Common Stock;ALPHABET INC-CL C;Communication Services;Interactive Media & Services;ALPHABET INC-C
US02209S1033;USD;US;#N/A Field Not Applicable;Quarter;MO;Common Stock;ALTRIA GROUP INC;Consumer Staples;Tobacco;ALTRIA GROUP INC
US0231351067;USD;US;#N/A Field Not Applicable;None;AMZN;Common Stock;AMAZON.COM INC;Consumer Discretionary;Internet & Direct Marketing Re;AMAZON.COM INC
US0079031078;USD;US;#N/A Field Not Applicable;None;AMD;Common Stock;ADVANCED MICRO DEVICES;Information Technology;Semiconductors & Semiconductor;ADV MICRO DEVICE
US0236081024;USD;US;#N/A Field Not Applicable;Quarter;AEE;Common Stock;AMEREN CORPORATION;Utilities;Multi-Utilities;AMEREN CORP
US02376R1023;USD;US;#N/A Field Not Applicable;Irreg;AAL;Common Stock;AMERICAN AIRLINES GROUP INC;Industrials;Airlines;AMERICAN AIRLINE
US0258161092;USD;US;#N/A Field Not Applicable;Quarter;AXP;Common Stock;AMERICAN EXPRESS CO;Financials;Consumer Finance;AMERICAN EXPRESS
US0268747849;USD;US;#N/A Field Not Applicable;Quarter;AIG;Common Stock;AMERICAN INTERNATIONAL GROUP;Financials;Insurance;AMERICAN INTERNA
US03027X1000;USD;US;#N/A Field Not Applicable;Quarter;AMT;REIT;AMERICAN TOWER CORP;Real Estate;Equity Real Estate Investment;AMERICAN TOWER C
US03076C1062;USD;US;#N/A Field Not Applicable;Quarter;AMP;Common Stock;AMERIPRISE FINANCIAL INC;Financials;Capital Markets;AMERIPRISE FINAN
US03073E1055;USD;US;#N/A Field Not Applicable;Quarter;ABC;Common Stock;AMERISOURCEBERGEN CORP;Health Care;Health Care Providers & Servic;AMERISOURCEBERGE
US0311001004;USD;US;#N/A Field Not Applicable;Quarter;AME;Common Stock;AMETEK INC;Industrials;Electrical Equipment;AMETEK INC
US0311621009;USD;US;#N/A Field Not Applicable;Quarter;AMGN;Common Stock;AMGEN INC;Health Care;Biotechnology;AMGEN INC
US0320951017;USD;US;#N/A Field Not Applicable;Quarter;APH;Common Stock;AMPHENOL CORP-CL A;Information Technology;Electronic Equipment, Instrume;AMPHENOL CORP-A
US0326541051;USD;US;#N/A Field Not Applicable;Quarter;ADI;Common Stock;ANALOG DEVICES INC;Information Technology;Semiconductors & Semiconductor;ANALOG DEVICES
US0367521038;USD;US;#N/A Field Not Applicable;Quarter;ANTM;Common Stock;ANTHEM INC;Health Care;Health Care Providers & Servic;ANTHEM INC
US0374111054;EUR;X9;#N/A Field Not Applicable;None;APAEUR;Common Stock;APACHE CORP;Energy;Oil, Gas & Consumable Fuels;APACHE CORP
US0378331005;USD;US;#N/A Field Not Applicable;Quarter;AAPL;Common Stock;APPLE INC;Information Technology;Technology Hardware, Storage &;APPLE INC
US0382221051;USD;US;#N/A Field Not Applicable;Quarter;AMAT;Common Stock;APPLIED MATERIALS INC;Information Technology;Semiconductors & Semiconductor;APPLIED MATERIAL
US0394831020;USD;US;#N/A Field Not Applicable;Quarter;ADM;Common Stock;ARCHER-DANIELS-MIDLAND CO;Consumer Staples;Food Products;ARCHER-DANIELS
US04621X1081;USD;US;#N/A Field Not Applicable;Quarter;AIZ;Common Stock;ASSURANT INC;Financials;Insurance;ASSURANT INC
US00206R1023;USD;US;#N/A Field Not Applicable;Quarter;T;Common Stock;AT&T INC;Communication Services;Diversified Telecommunication;AT&T INC
US0527691069;USD;US;#N/A Field Not Applicable;Irreg;ADSK;Common Stock;AUTODESK INC;Information Technology;Software;AUTODESK INC
US05329W1027;USD;US;#N/A Field Not Applicable;None;AN;Common Stock;AUTONATION INC;Consumer Discretionary;Specialty Retail;AUTONATION INC
US0533321024;USD;US;#N/A Field Not Applicable;None;AZO;Common Stock;AUTOZONE INC;Consumer Discretionary;Specialty Retail;AUTOZONE INC
US0534841012;USD;US;#N/A Field Not Applicable;Quarter;AVB;REIT;AVALONBAY COMMUNITIES INC;Real Estate;Equity Real Estate Investment;AVALONBAY COMMUN
US0536111091;USD;US;#N/A Field Not Applicable;Quarter;AVY;Common Stock;AVERY DENNISON CORP;Materials;Containers & Packaging;AVERY DENNISON
US0584981064;USD;US;#N/A Field Not Applicable;Quarter;BLL;Common Stock;BALL CORP;Materials;Containers & Packaging;BALL CORP
US0605051046;USD;US;#N/A Field Not Applicable;Quarter;BAC;Common Stock;BANK OF AMERICA CORP;Financials;Banks;BANK OF AMERICA
US0640581007;USD;US;#N/A Field Not Applicable;Quarter;BK;Common Stock;BANK OF NEW YORK MELLON CORP;Financials;Capital Markets;BANK NY MELLON
US0718131099;USD;US;#N/A Field Not Applicable;Quarter;BAX;Common Stock;BAXTER INTERNATIONAL INC;Health Care;Health Care Equipment & Suppli;BAXTER INTL INC
US0758871091;USD;US;#N/A Field Not Applicable;Quarter;BDX;Common Stock;BECTON DICKINSON AND CO;Health Care;Health Care Equipment & Suppli;BECTON DICKINSON
US0846707026;USD;US;#N/A Field Not Applicable;None;BRK/B;Common Stock;BERKSHIRE HATHAWAY INC-CL B;Financials;Diversified Financial Services;BERKSHIRE HATH-B
US0865161014;USD;US;#N/A Field Not Applicable;Quarter;BBY;Common Stock;BEST BUY CO INC;Consumer Discretionary;Specialty Retail;BEST BUY CO INC
US08862E1091;USD;US;#N/A Field Not Applicable;None;BYND;Common Stock;BEYOND MEAT INC;Consumer Staples;Food Products;BEYOND MEAT INC
US09062X1037;USD;US;#N/A Field Not Applicable;None;BIIB;Common Stock;BIOGEN INC;Health Care;Biotechnology;BIOGEN INC
US09061G1013;USD;US;#N/A Field Not Applicable;None;BMRN;Common Stock;BIOMARIN PHARMACEUTICAL INC;Health Care;Biotechnology;BIOMARIN PHARMAC
US09247X1019;USD;US;#N/A Field Not Applicable;Quarter;BLK;Common Stock;BLACKROCK INC;Financials;Capital Markets;BLACKROCK INC
US09247X1019;USD;US;#N/A Field Not Applicable;Quarter;BLK;Common Stock;BLACKROCK INC;Financials;Capital Markets;BLACKROCK INC
US0970231058;USD;US;#N/A Field Not Applicable;Irreg;BA;Common Stock;BOEING CO/THE;Industrials;Aerospace & Defense;BOEING CO/THE
US09857L1089;USD;US;#N/A Field Not Applicable;None;BKNG;Common Stock;BOOKING HOLDINGS INC;Consumer Discretionary;Hotels, Restaurants & Leisure;BOOKING HOLDINGS
US0997241064;USD;US;#N/A Field Not Applicable;Quarter;BWA;Common Stock;BORGWARNER INC;Consumer Discretionary;Auto Components;BORGWARNER INC
US1011211018;USD;US;#N/A Field Not Applicable;Quarter;BXP;REIT;BOSTON PROPERTIES INC;Real Estate;Equity Real Estate Investment;BOSTON PROPERTIE
US1011211018;USD;US;#N/A Field Not Applicable;Quarter;BXP;REIT;BOSTON PROPERTIES INC;Real Estate;Equity Real Estate Investment;BOSTON PROPERTIE
US1011371077;USD;US;#N/A Field Not Applicable;None;BSX;Common Stock;BOSTON SCIENTIFIC CORP;Health Care;Health Care Equipment & Suppli;BOSTON SCIENTIFC
US1101221083;USD;US;#N/A Field Not Applicable;Quarter;BMY;Common Stock;BRISTOL-MYERS SQUIBB CO;Health Care;Pharmaceuticals;BRISTOL-MYER SQB
US11135F1012;USD;US;#N/A Field Not Applicable;Quarter;AVGO;Common Stock;BROADCOM INC;Information Technology;Semiconductors & Semiconductor;BROADCOM INC
US1156372096;USD;US;#N/A Field Not Applicable;Quarter;BF/B;Common Stock;BROWN-FORMAN CORP-CLASS B;Consumer Staples;Beverages;BROWN-FORMAN -B
US12541W2098;USD;US;#N/A Field Not Applicable;Quarter;CHRW;Common Stock;C.H. ROBINSON WORLDWIDE INC;Industrials;Air Freight & Logistics;CH ROBINSON
US1270971039;USD;US;#N/A Field Not Applicable;Quarter;COG;Common Stock;CABOT OIL & GAS CORP;Energy;Oil, Gas & Consumable Fuels;CABOT OIL & GAS
US1273871087;USD;US;#N/A Field Not Applicable;None;CDNS;Common Stock;CADENCE DESIGN SYS INC;Information Technology;Software;CADENCE DESIGN
US1344291091;USD;US;#N/A Field Not Applicable;Quarter;CPB;Common Stock;CAMPBELL SOUP CO;Consumer Staples;Food Products;CAMPBELL SOUP CO
US14040H1059;USD;US;#N/A Field Not Applicable;Quarter;COF;Common Stock;CAPITAL ONE FINANCIAL CORP;Financials;Consumer Finance;CAPITAL ONE FINA
US14149Y1082;USD;US;#N/A Field Not Applicable;Quarter;CAH;Common Stock;CARDINAL HEALTH INC;Health Care;Health Care Providers & Servic;CARDINAL HEALTH
US1431301027;USD;US;#N/A Field Not Applicable;None;KMX;Common Stock;CARMAX INC;Consumer Discretionary;Specialty Retail;CARMAX INC
US1491231015;USD;US;#N/A Field Not Applicable;Quarter;CAT;Common Stock;CATERPILLAR INC;Industrials;Machinery;CATERPILLAR INC
US12504L1098;USD;US;#N/A Field Not Applicable;None;CBRE;Common Stock;CBRE GROUP INC - A;Real Estate;Real Estate Management & Devel;CBRE GROUP INC-A
US15135B1017;USD;US;#N/A Field Not Applicable;None;CNC;Common Stock;CENTENE CORP;Health Care;Health Care Providers & Servic;CENTENE CORP
US1567821046;USD;US;#N/A Field Not Applicable;Quarter;CERN;Common Stock;CERNER CORP;Health Care;Health Care Technology;CERNER CORP
US1252691001;USD;US;#N/A Field Not Applicable;Quarter;CF;Common Stock;CF INDUSTRIES HOLDINGS INC;Materials;Chemicals;CF INDUSTRIES HO
US8085131055;USD;US;#N/A Field Not Applicable;Quarter;SCHW;Common Stock;SCHWAB (CHARLES) CORP;Financials;Capital Markets;SCHWAB (CHARLES)
US8085131055;USD;US;#N/A Field Not Applicable;Quarter;SCHW;Common Stock;SCHWAB (CHARLES) CORP;Financials;Capital Markets;SCHWAB (CHARLES)
US1667641005;USD;US;#N/A Field Not Applicable;Quarter;CVX;Common Stock;CHEVRON CORP;Energy;Oil, Gas & Consumable Fuels;CHEVRON CORP
US1696561059;USD;US;#N/A Field Not Applicable;None;CMG;Common Stock;CHIPOTLE MEXICAN GRILL INC;Consumer Discretionary;Hotels, Restaurants & Leisure;CHIPOTLE MEXICAN
US1720621010;USD;US;#N/A Field Not Applicable;Quarter;CINF;Common Stock;CINCINNATI FINANCIAL CORP;Financials;Insurance;CINCINNATI FIN
US1729081059;USD;US;#N/A Field Not Applicable;Quarter;CTAS;Common Stock;CINTAS CORP;Industrials;Commercial Services & Supplies;CINTAS CORP
US17275R1023;USD;US;#N/A Field Not Applicable;Quarter;CSCO;Common Stock;CISCO SYSTEMS INC;Information Technology;Communications Equipment;CISCO SYSTEMS
US1729674242;USD;US;#N/A Field Not Applicable;Quarter;C;Common Stock;CITIGROUP INC;Financials;Banks;CITIGROUP INC
US1773761002;USD;US;#N/A Field Not Applicable;Quarter;CTXS;Common Stock;CITRIX SYSTEMS INC;Information Technology;Software;CITRIX SYSTEMS
US1890541097;USD;US;#N/A Field Not Applicable;Quarter;CLX;Common Stock;CLOROX COMPANY;Consumer Staples;Household Products;CLOROX CO
US12572Q1058;USD;US;#N/A Field Not Applicable;Quarter;CME;Common Stock;CME GROUP INC;Financials;Capital Markets;CME GROUP INC
US1258961002;USD;US;#N/A Field Not Applicable;Quarter;CMS;Common Stock;CMS ENERGY CORP;Utilities;Multi-Utilities;CMS ENERGY CORP
US1912161007;USD;US;#N/A Field Not Applicable;Quarter;KO;Common Stock;COCA-COLA CO/THE;Consumer Staples;Beverages;COCA-COLA CO/THE
US1924461023;USD;US;#N/A Field Not Applicable;Quarter;CTSH;Common Stock;COGNIZANT TECH SOLUTIONS-A;Information Technology;IT Services;COGNIZANT TECH-A
US1941621039;USD;US;#N/A Field Not Applicable;Quarter;CL;Common Stock;COLGATE-PALMOLIVE CO;Consumer Staples;Household Products;COLGATE-PALMOLIV
US20030N1019;USD;US;#N/A Field Not Applicable;Quarter;CMCSA;Common Stock;COMCAST CORP-CLASS A;Communication Services;Media;COMCAST CORP-A
US2003401070;USD;US;#N/A Field Not Applicable;Quarter;CMA;Common Stock;COMERICA INC;Financials;Banks;COMERICA INC
US2058871029;USD;US;#N/A Field Not Applicable;Quarter;CAG;Common Stock;CONAGRA BRANDS INC;Consumer Staples;Food Products;CONAGRA BRANDS I
US20825C1045;USD;US;#N/A Field Not Applicable;Quarter;COP;Common Stock;CONOCOPHILLIPS;Energy;Oil, Gas & Consumable Fuels;CONOCOPHILLIPS
US2091151041;USD;US;#N/A Field Not Applicable;Quarter;ED;Common Stock;CONSOLIDATED EDISON INC;Utilities;Multi-Utilities;CONS EDISON INC
US21036P1084;USD;US;#N/A Field Not Applicable;Quarter;STZ;Common Stock;CONSTELLATION BRANDS INC-A;Consumer Staples;Beverages;CONSTELLATION-A
US2193501051;USD;US;#N/A Field Not Applicable;Quarter;GLW;Common Stock;CORNING INC;Information Technology;Electronic Equipment, Instrume;CORNING INC
US22160K1051;USD;US;#N/A Field Not Applicable;Quarter;COST;Common Stock;COSTCO WHOLESALE CORP;Consumer Staples;Food & Staples Retailing;COSTCO WHOLESALE
US22822V1017;USD;US;#N/A Field Not Applicable;Quarter;CCI;REIT;CROWN CASTLE INTL CORP;Real Estate;Equity Real Estate Investment;CROWN CASTLE INT
US1264081035;USD;US;#N/A Field Not Applicable;Quarter;CSX;Common Stock;CSX CORP;Industrials;Road & Rail;CSX CORP
US2310211063;USD;US;#N/A Field Not Applicable;Quarter;CMI;Common Stock;CUMMINS INC;Industrials;Machinery;CUMMINS INC
US1266501006;USD;US;#N/A Field Not Applicable;Quarter;CVS;Common Stock;CVS HEALTH CORP;Health Care;Health Care Providers & Servic;CVS HEALTH CORP
US2358511028;USD;US;#N/A Field Not Applicable;Quarter;DHR;Common Stock;DANAHER CORP;Health Care;Health Care Equipment & Suppli;DANAHER CORP
US2371941053;USD;US;#N/A Field Not Applicable;Quarter;DRI;Common Stock;DARDEN RESTAURANTS INC;Consumer Discretionary;Hotels, Restaurants & Leisure;DARDEN RESTAURAN
US2441991054;USD;US;#N/A Field Not Applicable;Quarter;DE;Common Stock;DEERE & CO;Industrials;Machinery;DEERE & CO
US2473617023;USD;US;#N/A Field Not Applicable;Irreg;DAL;Common Stock;DELTA AIR LINES INC;Industrials;Airlines;DELTA AIR LI
US25179M1036;USD;US;#N/A Field Not Applicable;Quarter;DVN;Common Stock;DEVON ENERGY CORP;Energy;Oil, Gas & Consumable Fuels;DEVON ENERGY CO
US25470F3029;USD;US;#N/A Field Not Applicable;None;DISCK;Common Stock;DISCOVERY INC-C;Communication Services;Media;DISCOVERY INC-C
US2547091080;USD;US;#N/A Field Not Applicable;Quarter;DFS;Common Stock;DISCOVER FINANCIAL SERVICES;Financials;Consumer Finance;DISCOVER FINANCI
US25470M1099;USD;US;#N/A Field Not Applicable;None;DISH;Common Stock;DISH NETWORK CORP-A;Communication Services;Media;DISH NETWORK-A
US2566771059;USD;US;#N/A Field Not Applicable;Quarter;DG;Common Stock;DOLLAR GENERAL CORP;Consumer Discretionary;Multiline Retail;DOLLAR GENERAL C
US2567461080;USD;US;#N/A Field Not Applicable;None;DLTR;Common Stock;DOLLAR TREE INC;Consumer Discretionary;Multiline Retail;DOLLAR TREE INC
US25746U1097;USD;US;#N/A Field Not Applicable;Quarter;D;Common Stock;DOMINION ENERGY INC;Utilities;Multi-Utilities;DOMINION ENERGY
US2600031080;USD;US;#N/A Field Not Applicable;Quarter;DOV;Common Stock;DOVER CORP;Industrials;Machinery;DOVER CORP
US2605571031;USD;US;#N/A Field Not Applicable;Quarter;DOW;Common Stock;DOW INC;Materials;Chemicals;DOW INC
US23331A1097;USD;US;#N/A Field Not Applicable;Quarter;DHI;Common Stock;DR HORTON INC;Consumer Discretionary;Household Durables;DR HORTON INC
US26210C1045;USD;US;#N/A Field Not Applicable;None;DBX;Common Stock;DROPBOX INC-CLASS A;Information Technology;Software;DROPBOX INC-A
US2333311072;USD;US;#N/A Field Not Applicable;Quarter;DTE;Common Stock;DTE ENERGY COMPANY;Utilities;Multi-Utilities;DTE ENERGY CO
US26441C2044;USD;US;#N/A Field Not Applicable;Quarter;DUK;Common Stock;DUKE ENERGY CORP;Utilities;Electric Utilities;DUKE ENERGY CORP
US26614N1028;USD;US;#N/A Field Not Applicable;Quarter;DD;Common Stock;DUPONT DE NEMOURS INC;Materials;Chemicals;DUPONT DE NEMOUR
US2692464017;USD;US;#N/A Field Not Applicable;Quarter;ETFC;Common Stock;E*TRADE FINANCIAL CORP;Financials;Capital Markets;E*TRADE FINANCIA
US2774321002;USD;US;#N/A Field Not Applicable;Quarter;EMN;Common Stock;EASTMAN CHEMICAL CO;Materials;Chemicals;EASTMAN CHEMICAL
US2786421030;USD;US;#N/A Field Not Applicable;Quarter;EBAY;Common Stock;EBAY INC;Consumer Discretionary;Internet & Direct Marketing Re;EBAY INC
US2810201077;USD;US;#N/A Field Not Applicable;Quarter;EIX;Common Stock;EDISON INTERNATIONAL;Utilities;Electric Utilities;EDISON INTL
US28176E1082;USD;US;#N/A Field Not Applicable;None;EW;Common Stock;EDWARDS LIFESCIENCES CORP;Health Care;Health Care Equipment & Suppli;EDWARDS LIFE
US2855121099;USD;US;#N/A Field Not Applicable;Quarter;EA;Common Stock;ELECTRONIC ARTS INC;Communication Services;Entertainment;ELECTRONIC ARTS
US5324571083;USD;US;#N/A Field Not Applicable;Quarter;LLY;Common Stock;ELI LILLY & CO;Health Care;Pharmaceuticals;ELI LILLY & CO
US2910111044;USD;US;#N/A Field Not Applicable;Quarter;EMR;Common Stock;EMERSON ELECTRIC CO;Industrials;Electrical Equipment;EMERSON ELEC CO
US29364G1031;USD;US;#N/A Field Not Applicable;Quarter;ETR;Common Stock;ENTERGY CORP;Utilities;Electric Utilities;ENTERGY CORP
US26875P1012;USD;US;#N/A Field Not Applicable;Quarter;EOG;Common Stock;EOG RESOURCES INC;Energy;Oil, Gas & Consumable Fuels;EOG RESOURCES
US26884L1098;USD;US;#N/A Field Not Applicable;Irreg;EQT;Common Stock;EQT CORP;Energy;Oil, Gas & Consumable Fuels;EQT CORP
US2944291051;USD;US;#N/A Field Not Applicable;Quarter;EFX;Common Stock;EQUIFAX INC;Industrials;Professional Services;EQUIFAX INC
US29444U7000;USD;US;#N/A Field Not Applicable;Quarter;EQIX;REIT;EQUINIX INC;Real Estate;Equity Real Estate Investment;EQUINIX INC
US29476L1070;USD;US;#N/A Field Not Applicable;Quarter;EQR;REIT;EQUITY RESIDENTIAL;Real Estate;Equity Real Estate Investment;EQUITY RESIDENTI
US2971781057;USD;US;#N/A Field Not Applicable;Quarter;ESS;REIT;ESSEX PROPERTY TRUST INC;Real Estate;Equity Real Estate Investment;ESSEX PROPERTY
US5184391044;USD;US;#N/A Field Not Applicable;Quarter;EL;Common Stock;ESTEE LAUDER COMPANIES-CL A;Consumer Staples;Personal Products;ESTEE LAUDER
BMG3223R1088;USD;US;#N/A Field Not Applicable;Quarter;RE;Common Stock;EVEREST RE GROUP LTD;Financials;Insurance;EVEREST RE GROUP
US30161N1019;USD;US;#N/A Field Not Applicable;Quarter;EXC;Common Stock;EXELON CORP;Utilities;Electric Utilities;EXELON CORP
US30212P3038;USD;US;#N/A Field Not Applicable;Irreg;EXPE;Common Stock;EXPEDIA GROUP INC;Consumer Discretionary;Hotels, Restaurants & Leisure;EXPEDIA GROUP IN
US3021301094;USD;US;#N/A Field Not Applicable;Semi-Anl;EXPD;Common Stock;EXPEDITORS INTL WASH INC;Industrials;Air Freight & Logistics;EXPEDITORS INTL
US30231G1022;USD;US;#N/A Field Not Applicable;Quarter;XOM;Common Stock;EXXON MOBIL CORP;Energy;Oil, Gas & Consumable Fuels;EXXON MOBIL CORP
US3156161024;USD;US;#N/A Field Not Applicable;None;FFIV;Common Stock;F5 NETWORKS INC;Information Technology;Communications Equipment;F5 NETWORKS
US30303M1027;USD;US;#N/A Field Not Applicable;None;FB;Common Stock;FACEBOOK INC-CLASS A;Communication Services;Interactive Media & Services;FACEBOOK INC-A
US3119001044;USD;US;#N/A Field Not Applicable;Quarter;FAST;Common Stock;FASTENAL CO;Industrials;Trading Companies & Distributo;FASTENAL CO
US3137472060;USD;US;#N/A Field Not Applicable;Quarter;FRT;REIT;FEDERAL REALTY INVS TRUST;Real Estate;Equity Real Estate Investment;FED REALTY INVS
US3167731005;USD;US;#N/A Field Not Applicable;Quarter;FITB;Common Stock;FIFTH THIRD BANCORP;Financials;Banks;FIFTH THIRD BANC
US3379321074;USD;US;#N/A Field Not Applicable;Quarter;FE;Common Stock;FIRSTENERGY CORP;Utilities;Electric Utilities;FIRSTENERGY CORP
US33616C1009;USD;US;#N/A Field Not Applicable;Quarter;FRC;Common Stock;FIRST REPUBLIC BANK/CA;Financials;Banks;FIRST REPUBLIC B
US3377381088;USD;US;#N/A Field Not Applicable;None;FISV;Common Stock;FISERV INC;Information Technology;IT Services;FISERV INC
US3377381088;USD;US;#N/A Field Not Applicable;None;FISV;Common Stock;FISERV INC;Information Technology;IT Services;FISERV INC
US33812L1026;USD;US;#N/A Field Not Applicable;None;FIT;Common Stock;FITBIT INC - A;Information Technology;Electronic Equipment, Instrume;FITBIT INC - A
US3024451011;USD;US;#N/A Field Not Applicable;Quarter;FLIR;Common Stock;FLIR SYSTEMS INC;Information Technology;Electronic Equipment, Instrume;FLIR SYSTEMS
