ISIN,Code,Name,Country,Exchange,Currency,Type,ISIN
US3119001044,FAST,Fastenal Company,USA,NASDAQ,USD,Common Stock,US3119001044
US35952H6018,FCEL,"FuelCell Energy, Inc",USA,NASDAQ,USD,Common Stock,US35952H6018
US35671D8570,FCX,Freeport-McMoRan Inc,USA,NYSE,USD,Common Stock,US35671D8570
US3379321074,FE,FirstEnergy Corp,USA,NYSE,USD,Common Stock,US3379321074
US3156161024,FFIV,"F5 Networks, Inc",USA,NASDAQ,USD,Common Stock,US3156161024
US3377381088,FISV,"Fiserv, Inc",USA,NASDAQ,USD,Common Stock,US3377381088
US3167731005,FITB,Fifth Third Bancorp,USA,NASDAQ,USD,Common Stock,US3167731005
US3448491049,FL,"Foot Locker, Inc",USA,NYSE,USD,Common Stock,US3448491049
US3024451011,FLIR,"Teledyne FLIR, LLC",USA,NASDAQ,USD,Common Stock,US3024451011
US3434121022,FLR,Fluor Corporation,USA,NYSE,USD,Common Stock,US3434121022
US34354P1057,FLS,Flowserve Corporation,USA,NYSE,USD,Common Stock,US34354P1057
US3024913036,FMC,FMC Corporation,USA,NYSE,USD,Common Stock,US3024913036
US35137L2043,FOX,Fox Corporation,USA,NASDAQ,USD,Common Stock,US35137L2043
US35137L1052,FOXA,Fox Corporation,USA,NASDAQ,USD,Common Stock,US35137L1052
US33616C1009,FRC,First Republic Bank,USA,NYSE,USD,Common Stock,US33616C1009
US3137472060,FRT,Federal Realty Investment Trust,USA,NYSE,USD,Common Stock,US3137472060
US3695501086,GD,General Dynamics Corporation,USA,NYSE,USD,Common Stock,US3695501086
US3755581036,GILD,"Gilead Sciences, Inc",USA,NASDAQ,USD,Common Stock,US3755581036
GB0009252882,GLAXF,GlaxoSmithKline plc,USA,PINK,USD,Common Stock,GB0009252882
JE00B4T3BW64,GLCNF,Glencore plc,USA,PINK,USD,Common Stock,JE00B4T3BW64
US2193501051,GLW,Corning Incorporated,USA,NYSE,USD,Common Stock,US2193501051
US37045V1008,GM,General Motors Company,USA,NYSE,USD,Common Stock,US37045V1008
US3724601055,GPC,Genuine Parts Company,USA,NYSE,USD,Common Stock,US3724601055
US38268T1034,GPRO,"GoPro, Inc",USA,NASDAQ,USD,Common Stock,US38268T1034
US3647601083,GPS,"The Gap, Inc",USA,NYSE,USD,Common Stock,US3647601083
US38141G1040,GS,"The Goldman Sachs Group, Inc",USA,NYSE,USD,Common Stock,US38141G1040
US3825501014,GT,The Goodyear Tire & Rubber Company,USA,NASDAQ,USD,Common Stock,US3825501014
US25460G5009,GUSH,Direxion Daily S&P Oil & Gas Exp. & Prod. Bull 2X Shares,USA,NYSE ARCA,USD,ETF,US25460G5009
US3848021040,GWW,"W.W. Grainger, Inc",USA,NYSE,USD,Common Stock,US3848021040
US4180561072,HAS,"Hasbro, Inc",USA,NASDAQ,USD,Common Stock,US4180561072
US4461501045,HBAN,Huntington Bancshares Incorporated,USA,NASDAQ,USD,Common Stock,US4461501045
GB0005405286,HBCYF,HSBC Holdings plc,USA,PINK,USD,Common Stock,GB0005405286
US4103451021,HBI,Hanesbrands Inc,USA,NYSE,USD,Common Stock,US4103451021
US40412C1018,HCA,"HCA Healthcare, Inc",USA,NYSE,USD,Common Stock,US40412C1018
US4370761029,HD,"The Home Depot, Inc",USA,NYSE,USD,Common Stock,US4370761029
US42809H1077,HES,Hess Corporation,USA,NYSE,USD,Common Stock,US42809H1077
US4165151048,HIG,"The Hartford Financial Services Group, Inc",USA,NYSE,USD,Common Stock,US4165151048
US4385161066,HON,Honeywell International Inc,USA,NASDAQ,USD,Common Stock,US4385161066
US4234521015,HP,"Helmerich & Payne, Inc",USA,NYSE,USD,Common Stock,US4234521015
US0936711052,HRB,"H&R Block, Inc",USA,NYSE,USD,Common Stock,US0936711052
US4404521001,HRL,Hormel Foods Corporation,USA,NYSE,USD,Common Stock,US4404521001
US8064071025,HSIC,"Henry Schein, Inc",USA,NASDAQ,USD,Common Stock,US8064071025
US44107P1049,HST,"Host Hotels & Resorts, Inc",USA,NASDAQ,USD,Common Stock,US44107P1049
US4278661081,HSY,The Hershey Company,USA,NYSE,USD,Common Stock,US4278661081
US4448591028,HUM,Humana Inc,USA,NYSE,USD,Common Stock,US4448591028
US45866F1049,ICE,"Intercontinental Exchange, Inc",USA,NYSE,USD,Common Stock,US45866F1049
US45167R1041,IEX,IDEX Corporation,USA,NYSE,USD,Common Stock,US45167R1041
US4523271090,ILMN,"Illumina, Inc",USA,NASDAQ,USD,Common Stock,US4523271090
GB0004544929,IMBBF,Imperial Brands PLC,USA,OTCQX,USD,Common Stock,GB0004544929
US45337C1027,INCY,Incyte Corporation,USA,NASDAQ,USD,Common Stock,US45337C1027
US45773H2013,INO,"Inovio Pharmaceuticals, Inc",USA,NASDAQ,USD,Common Stock,US45773H2013
US4581401001,INTC,Intel Corporation,USA,NASDAQ,USD,Common Stock,US4581401001
US4612021034,INTU,Intuit Inc,USA,NASDAQ,USD,Common Stock,US4612021034
US4601461035,IP,International Paper Company,USA,NYSE,USD,Common Stock,US4601461035
US4606901001,IPG,"The Interpublic Group of Companies, Inc",USA,NYSE,USD,Common Stock,US4606901001
US46284V1017,IRM,Iron Mountain Incorporated,USA,NYSE,USD,Common Stock,US46284V1017
US46120E6023,ISRG,"Intuitive Surgical, Inc",USA,NASDAQ,USD,Common Stock,US46120E6023
US4523081093,ITW,Illinois Tool Works Inc,USA,NYSE,USD,Common Stock,US4523081093
SE0000107419,IVSBF,Investor AB (publ),USA,PINK,USD,Common Stock,SE0000107419
US4456581077,JBHT,"J.B. Hunt Transport Services, Inc",USA,NASDAQ,USD,Common Stock,US4456581077
US4771431016,JBLU,JetBlue Airways Corporation,USA,NASDAQ,USD,Common Stock,US4771431016
US48203R1041,JNPR,"Juniper Networks, Inc",USA,NYSE,USD,Common Stock,US48203R1041
US46625H1005,JPM,JPMorgan Chase & Co,USA,NYSE,USD,Common Stock,US46625H1005
US4878361082,K,Kellogg Company,USA,NYSE,USD,Common Stock,US4878361082
US4932671088,KEY,KeyCorp,USA,NYSE,USD,Common Stock,US4932671088
US49446R1095,KIM,Kimco Realty Corporation,USA,NYSE,USD,Common Stock,US49446R1095
US4824801009,KLAC,KLA Corporation,USA,NASDAQ,USD,Common Stock,US4824801009
US4943681035,KMB,Kimberly-Clark Corporation,USA,NYSE,USD,Common Stock,US4943681035
US49456B1017,KMI,"Kinder Morgan, Inc",USA,NYSE,USD,Common Stock,US49456B1017
US1431301027,KMX,"CarMax, Inc",USA,NYSE,USD,Common Stock,US1431301027
US1912161007,KO,The Coca-Cola Company,USA,NYSE,USD,Common Stock,US1912161007
US5006881065,KOS,Kosmos Energy Ltd,USA,NYSE,USD,Common Stock,US5006881065
US5010441013,KR,The Kroger Co,USA,NYSE,USD,Common Stock,US5010441013
US5002551043,KSS,Kohl's Corporation,USA,NYSE,USD,Common Stock,US5002551043
US4851703029,KSU,Kansas City Southern,USA,NYSE,USD,Common Stock,US4851703029
US5404241086,L,Loews Corporation,USA,NYSE,USD,Common Stock,US5404241086
US5017971046,LB,"L Brands, Inc",USA,NYSE,USD,Common Stock,US5017971046
GB00B8W67B19,LBTYK,Liberty Global plc,USA,NASDAQ,USD,Common Stock,GB00B8W67B19
US5246601075,LEG,"Leggett & Platt, Incorporated",USA,NYSE,USD,Common Stock,US5246601075
US5260571048,LEN,Lennar Corporation,USA,NYSE,USD,Common Stock,US5260571048
US50540R4092,LH,Laboratory Corporation of America Holdings,USA,NYSE,USD,Common Stock,US50540R4092
US5398301094,LMT,Lockheed Martin Corporation,USA,NYSE,USD,Common Stock,US5398301094
US5341871094,LNC,Lincoln National Corporation,USA,NYSE,USD,Common Stock,US5341871094
US5486611073,LOW,"Lowe's Companies, Inc",USA,NYSE,USD,Common Stock,US5486611073
US5128071082,LRCX,Lam Research Corporation,USA,NASDAQ,USD,Common Stock,US5128071082
US5500211090,LULU,Lululemon Athletica Inc,USA,NASDAQ,USD,Common Stock,US5500211090
US8447411088,LUV,Southwest Airlines Co,USA,NYSE,USD,Common Stock,US8447411088
US55087P1049,LYFT,"Lyft, Inc",USA,NASDAQ,USD,Common Stock,US55087P1049
US55616P1049,M,"Macy's, Inc",USA,NYSE,USD,Common Stock,US55616P1049
US57636Q1040,MA,Mastercard Incorporated,USA,NYSE,USD,Common Stock,US57636Q1040
US5719032022,MAR,"Marriott International, Inc",USA,NASDAQ,USD,Common Stock,US5719032022
US5745991068,MAS,Masco Corporation,USA,NYSE,USD,Common Stock,US5745991068
US5770811025,MAT,"Mattel, Inc",USA,NASDAQ,USD,Common Stock,US5770811025
US5801351017,MCD,McDonald's Corporation,USA,NYSE,USD,Common Stock,US5801351017
US5950171042,MCHP,Microchip Technology Incorporated,USA,NASDAQ,USD,Common Stock,US5950171042
US58155Q1031,MCK,McKesson Corporation,USA,NYSE,USD,Common Stock,US58155Q1031
US6153691059,MCO,Moody's Corporation,USA,NYSE,USD,Common Stock,US6153691059
US6092071058,MDLZ,"Mondelez International, Inc",USA,NASDAQ,USD,Common Stock,US6092071058
US59156R1086,MET,"MetLife, Inc",USA,NYSE,USD,Common Stock,US59156R1086
US55272X1028,MFA,"MFA Financial, Inc",USA,NYSE,USD,Common Stock,US55272X1028
US5529531015,MGM,MGM Resorts International,USA,NYSE,USD,Common Stock,US5529531015
US6081901042,MHK,"Mohawk Industries, Inc",USA,NYSE,USD,Common Stock,US6081901042
US5797802064,MKC,"McCormick & Company, Incorporated",USA,NYSE,USD,Common Stock,US5797802064
US5732841060,MLM,"Martin Marietta Materials, Inc",USA,NYSE,USD,Common Stock,US5732841060
US5717481023,MMC,"Marsh & McLennan Companies, Inc",USA,NYSE,USD,Common Stock,US5717481023
US61174X1090,MNST,Monster Beverage Corporation,USA,NASDAQ,USD,Common Stock,US61174X1090
US02209S1033,MO,"Altria Group, Inc",USA,NYSE,USD,Common Stock,US02209S1033
US61945C1036,MOS,The Mosaic Company,USA,NYSE,USD,Common Stock,US61945C1036
US56585A1025,MPC,Marathon Petroleum Corporation,USA,NYSE,USD,Common Stock,US56585A1025
US60770K1079,MRNA,"Moderna, Inc",USA,NASDAQ,USD,Common Stock,US60770K1079
US5658491064,MRO,Marathon Oil Corporation,USA,NYSE,USD,Common Stock,US5658491064
GB0006043169,MRWSF,Wm Morrison Supermarkets PLC,USA,PINK,USD,Common Stock,GB0006043169
US6174464486,MS,Morgan Stanley,USA,NYSE,USD,Common Stock,US6174464486
US5949181045,MSFT,Microsoft Corporation,USA,NASDAQ,USD,Common Stock,US5949181045
US6200763075,MSI,"Motorola Solutions, Inc",USA,NYSE,USD,Common Stock,US6200763075
US55261F1049,MTB,M&T Bank Corporation,USA,NYSE,USD,Common Stock,US55261F1049
US5951121038,MU,"Micron Technology, Inc",USA,NASDAQ,USD,Common Stock,US5951121038
US6267171022,MUR,Murphy Oil Corporation,USA,NYSE,USD,Common Stock,US6267171022
US57772K1016,MXIM,"Maxim Integrated Products, Inc",USA,NASDAQ,USD,Common Stock,US57772K1016
BMG667211046,NCLH,Norwegian Cruise Line Holdings Ltd,USA,NYSE,USD,Common Stock,BMG667211046
US6311031081,NDAQ,"Nasdaq, Inc",USA,NASDAQ,USD,Common Stock,US6311031081
US65339F1012,NEE,"NextEra Energy, Inc",USA,NYSE,USD,Common Stock,US65339F1012
US6516391066,NEM,Newmont Corporation,USA,NYSE,USD,Common Stock,US6516391066
US64110L1061,NFLX,"Netflix, Inc",USA,NASDAQ,USD,Common Stock,US64110L1061
US65473P1057,NI,NiSource Inc,USA,NYSE,USD,Common Stock,US65473P1057
US62914V1061,NIO,NIO Inc,USA,NYSE,USD,Common Stock,US62914V1061
US6541101050,NKLA,Nikola Corporation,USA,NASDAQ,USD,Common Stock,US6541101050
US6293775085,NRG,"NRG Energy, Inc",USA,NYSE,USD,Common Stock,US6293775085
US64828T2015,NRZ,New Residential Investment Corp,USA,NYSE,USD,Common Stock,US64828T2015
US6558441084,NSC,Norfolk Southern Corporation,USA,NYSE,USD,Common Stock,US6558441084
US64110D1046,NTAP,"NetApp, Inc",USA,NASDAQ,USD,Common Stock,US64110D1046
US6658591044,NTRS,Northern Trust Corporation,USA,NASDAQ,USD,Common Stock,US6658591044
US6703461052,NUE,Nucor Corporation,USA,NYSE,USD,Common Stock,US6703461052
US67066G1040,NVDA,NVIDIA Corporation,USA,NASDAQ,USD,Common Stock,US67066G1040
US6512291062,NWL,Newell Brands Inc,USA,NASDAQ,USD,Common Stock,US6512291062
US65249B1098,NWSA,News Corporation,USA,NASDAQ,USD,Common Stock,US65249B1098
US6496045013,NYMT,"New York Mortgage Trust, Inc",USA,NASDAQ,USD,Common Stock,US6496045013
US7561091049,O,Realty Income Corporation,USA,NYSE,USD,Common Stock,US7561091049
US6826801036,OKE,"ONEOK, Inc",USA,NYSE,USD,Common Stock,US6826801036
US6819191064,OMC,Omnicom Group Inc,USA,NYSE,USD,Common Stock,US6819191064
US68389X1054,ORCL,Oracle Corporation,USA,NYSE,USD,Common Stock,US68389X1054
US67103H1077,ORLY,"O'Reilly Automotive, Inc",USA,NASDAQ,USD,Common Stock,US67103H1077
US6745991058,OXY,Occidental Petroleum Corporation,USA,NYSE,USD,Common Stock,US6745991058
US7043261079,PAYX,"Paychex, Inc",USA,NASDAQ,USD,Common Stock,US7043261079
US7127041058,PBCT,"People's United Financial, Inc",USA,NASDAQ,USD,Common Stock,US7127041058
US6937181088,PCAR,PACCAR Inc,USA,NASDAQ,USD,Common Stock,US6937181088
US7445731067,PEG,Public Service Enterprise Group Incorporated,USA,NYSE,USD,Common Stock,US7445731067
US7075691094,PENN,"Penn National Gaming, Inc",USA,NASDAQ,USD,Common Stock,US7075691094
US7427181091,PG,The Procter & Gamble Company,USA,NYSE,USD,Common Stock,US7427181091
US7433151039,PGR,The Progressive Corporation,USA,NYSE,USD,Common Stock,US7433151039
US7010941042,PH,Parker-Hannifin Corporation,USA,NYSE,USD,Common Stock,US7010941042
US7458671010,PHM,"PulteGroup, Inc",USA,NYSE,USD,Common Stock,US7458671010
US72352L1061,PINS,"Pinterest, Inc",USA,NYSE,USD,Common Stock,US72352L1061
US7140461093,PKI,"PerkinElmer, Inc",USA,NYSE,USD,Common Stock,US7140461093
US2383371091,PLAY,"Dave & Buster's Entertainment, Inc",USA,NASDAQ,USD,Common Stock,US2383371091
US74340W1036,PLD,"Prologis, Inc",USA,NYSE,USD,Common Stock,US74340W1036
US72919P2020,PLUG,Plug Power Inc,USA,NASDAQ,USD,Common Stock,US72919P2020
US6934751057,PNC,"The PNC Financial Services Group, Inc",USA,NYSE,USD,Common Stock,US6934751057
US7234841010,PNW,Pinnacle West Capital Corporation,USA,NYSE,USD,Common Stock,US7234841010
JE00B6T5S470,POYYF,Polymetal International plc,USA,PINK,USD,Common Stock,JE00B6T5S470
US6935061076,PPG,"PPG Industries, Inc",USA,NYSE,USD,Common Stock,US6935061076
US7443201022,PRU,"Prudential Financial, Inc",USA,NYSE,USD,Common Stock,US7443201022
US74460D1090,PSA,Public Storage,USA,NYSE,USD,Common Stock,US74460D1090
US7185461040,PSX,Phillips 66,USA,NYSE,USD,Common Stock,US7185461040
US70614W1009,PTON,"Peloton Interactive, Inc",USA,NASDAQ,USD,Common Stock,US70614W1009
US6936561009,PVH,PVH Corp,USA,NYSE,USD,Common Stock,US6936561009
US74762E1029,PWR,"Quanta Services, Inc",USA,NYSE,USD,Common Stock,US74762E1029
US7237871071,PXD,Pioneer Natural Resources Company,USA,NYSE,USD,Common Stock,US7237871071
US7475251036,QCOM,QUALCOMM Incorporated,USA,NASDAQ,USD,Common Stock,US7475251036
US74736K1016,QRVO,"Qorvo, Inc",USA,NASDAQ,USD,Common Stock,US74736K1016
US7835491082,R,"Ryder System, Inc",USA,NYSE,USD,Common Stock,US7835491082
GB00B24CGK77,RBGPF,Reckitt Benckiser Group plc,USA,PINK,USD,Common Stock,GB00B24CGK77
LR0008862868,RCL,Royal Caribbean Group,USA,NYSE,USD,Common Stock,LR0008862868
BMG3223R1088,RE,"Everest Re Group, Ltd",USA,NYSE,USD,Common Stock,BMG3223R1088
US7588491032,REG,Regency Centers Corporation,USA,NASDAQ,USD,Common Stock,US7588491032
US7591EP1005,RF,Regions Financial Corporation,USA,NYSE,USD,Common Stock,US7591EP1005
US7703231032,RHI,Robert Half International Inc,USA,NYSE,USD,Common Stock,US7703231032
US7512121010,RL,Ralph Lauren Corporation,USA,NYSE,USD,Common Stock,US7512121010
US7739031091,ROK,"Rockwell Automation, Inc",USA,NYSE,USD,Common Stock,US7739031091
US77543R1023,ROKU,"Roku, Inc",USA,NASDAQ,USD,Common Stock,US77543R1023
US7766961061,ROP,"Roper Technologies, Inc",USA,NYSE,USD,Common Stock,US7766961061
US7782961038,ROST,"Ross Stores, Inc",USA,NASDAQ,USD,Common Stock,US7782961038
US75281A1097,RRC,Range Resources Corporation,USA,NYSE,USD,Common Stock,US75281A1097
US7607591002,RSG,"Republic Services, Inc",USA,NYSE,USD,Common Stock,US7607591002
GB00B03MLX29,RYDAF,Royal Dutch Shell plc,USA,PINK,USD,Common Stock,GB00B03MLX29
NL0000360618,SBFFF,SBM Offshore N.V,USA,PINK,USD,Common Stock,NL0000360618
US8552441094,SBUX,Starbucks Corporation,USA,NASDAQ,USD,Common Stock,US8552441094
GB0004082847,SCBFF,Standard Chartered PLC,USA,PINK,USD,Common Stock,GB0004082847
US8085131055,SCHW,The Charles Schwab Corporation,USA,NYSE,USD,Common Stock,US8085131055
MHY737601945,SHIP,Seanergy Maritime Holdings Corp,USA,NASDAQ,USD,Common Stock,MHY737601945
US8243481061,SHW,The Sherwin-Williams Company,USA,NYSE,USD,Common Stock,US8243481061
US82968B1035,SIRI,Sirius XM Holdings Inc,USA,NASDAQ,USD,Common Stock,US82968B1035
US8326964058,SJM,The J. M. Smucker Company,USA,NYSE,USD,Common Stock,US8326964058
US78440X1019,SLG,SL Green Realty Corp,USA,NYSE,USD,Common Stock,US78440X1019
US8330341012,SNA,Snap-on Incorporated,USA,NYSE,USD,Common Stock,US8330341012
JP3435000009,SNEJF,Sony Group Corporation,USA,PINK,USD,Common Stock,JP3435000009
US8425871071,SO,The Southern Company,USA,NYSE,USD,Common Stock,US8425871071
US83570H1086,SONO,"Sonos, Inc",USA,NASDAQ,USD,Common Stock,US83570H1086
US92766K1060,SPCE,"Virgin Galactic Holdings, Inc",USA,NYSE,USD,Common Stock,US92766K1060
US8288061091,SPG,"Simon Property Group, Inc",USA,NYSE,USD,Common Stock,US8288061091
US8522341036,SQ,"Square, Inc",USA,NYSE,USD,Common Stock,US8522341036
US8589121081,SRCL,"Stericycle, Inc",USA,NASDAQ,USD,Common Stock,US8589121081
US8168511090,SRE,Sempra Energy,USA,NYSE,USD,Common Stock,US8168511090
US83587F2020,SRNE,"Sorrento Therapeutics, Inc",USA,NASDAQ,USD,Common Stock,US83587F2020
US8574771031,STT,State Street Corporation,USA,NYSE,USD,Common Stock,US8574771031
IE00B58JVZ52,STX,Seagate Technology Holdings plc,USA,NASDAQ,USD,Common Stock,IE00B58JVZ52
US21036P1084,STZ,"Constellation Brands, Inc",USA,NYSE,USD,Common Stock,US21036P1084
SE0000148884,SVKEF,Skandinaviska Enskilda Banken AB (publ),USA,PINK,USD,Common Stock,SE0000148884
SE0007100599,SVNLF,Svenska Handelsbanken AB (publ),USA,PINK,USD,Common Stock,SE0007100599
GB00B1FH8J72,SVTRF,Severn Trent Plc,USA,PINK,USD,Common Stock,GB00B1FH8J72
US8545021011,SWK,"Stanley Black & Decker, Inc",USA,NYSE,USD,Common Stock,US8545021011
US83088M1027,SWKS,"Skyworks Solutions, Inc",USA,NASDAQ,USD,Common Stock,US83088M1027
US8454671095,SWN,Southwestern Energy Company,USA,NYSE,USD,Common Stock,US8454671095
US87165B1035,SYF,Synchrony Financial,USA,NYSE,USD,Common Stock,US87165B1035
US8718291078,SYY,Sysco Corporation,USA,NYSE,USD,Common Stock,US8718291078
US00206R1023,T,AT&T Inc,USA,NYSE,USD,Common Stock,US00206R1023
US60871R2094,TAP,Molson Coors Beverage Company,USA,NYSE,USD,Common Stock,US60871R2094
US88076W1036,TDC,Teradata Corporation,USA,NYSE,USD,Common Stock,US88076W1036
US87901J1051,TGNA,TEGNA Inc,USA,NYSE,USD,Common Stock,US87901J1051
US87612E1064,TGT,Target Corporation,USA,NYSE,USD,Common Stock,US87612E1064
US8725401090,TJX,"The TJX Companies, Inc",USA,NYSE,USD,Common Stock,US8725401090
US88688T1007,TLRY,"Tilray, Inc",USA,NASDAQ,USD,Common Stock,US88688T1007
US8835561023,TMO,Thermo Fisher Scientific Inc,USA,NYSE,USD,Common Stock,US8835561023
US8725901040,TMUS,"T-Mobile US, Inc",USA,NASDAQ,USD,Common Stock,US8725901040
US8969452015,TRIP,"TripAdvisor, Inc",USA,NASDAQ,USD,Common Stock,US8969452015
US74144T1088,TROW,"T. Rowe Price Group, Inc",USA,NASDAQ,USD,Common Stock,US74144T1088
US89417E1091,TRV,"The Travelers Companies, Inc",USA,NYSE,USD,Common Stock,US89417E1091
GB0008847096,TSCDF,Tesco PLC,USA,OTCQX,USD,Common Stock,GB0008847096
US8923561067,TSCO,Tractor Supply Company,USA,NASDAQ,USD,Common Stock,US8923561067
US9024941034,TSN,"Tyson Foods, Inc",USA,NYSE,USD,Common Stock,US9024941034
US8740541094,TTWO,"Take-Two Interactive Software, Inc",USA,NASDAQ,USD,Common Stock,US8740541094
US90184L1026,TWTR,"Twitter, Inc",USA,NYSE,USD,Common Stock,US90184L1026
US88338N1072,TXMD,"TherapeuticsMD, Inc",USA,NASDAQ,USD,Common Stock,US88338N1072
US8825081040,TXN,Texas Instruments Incorporated,USA,NASDAQ,USD,Common Stock,US8825081040
US8832031012,TXT,Textron Inc,USA,NYSE,USD,Common Stock,US8832031012
US9043111072,UAA,"Under Armour, Inc",USA,NYSE,USD,Common Stock,US9043111072
US9100471096,UAL,"United Airlines Holdings, Inc",USA,NASDAQ,USD,Common Stock,US9100471096
US90353T1007,UBER,"Uber Technologies, Inc",USA,NYSE,USD,Common Stock,US90353T1007
US74347Y8883,UCO,ProShares Ultra Bloomberg Crude Oil,USA,NYSE ARCA,USD,ETF,US74347Y8883
US90384S3031,ULTA,"Ulta Beauty, Inc",USA,NASDAQ,USD,Common Stock,US90384S3031
US91529Y1064,UNM,Unum Group,USA,NYSE,USD,Common Stock,US91529Y1064
US9078181081,UNP,Union Pacific Corporation,USA,NYSE,USD,Common Stock,US9078181081
US9113121068,UPS,"United Parcel Service, Inc",USA,NYSE,USD,Common Stock,US9113121068
US9170471026,URBN,"Urban Outfitters, Inc",USA,NASDAQ,USD,Common Stock,US9170471026
US9029733048,USB,U.S. Bancorp,USA,NYSE,USD,Common Stock,US9029733048
US91232N2071,USO,"United States Oil Fund, LP",USA,NYSE ARCA,USD,ETF,US91232N2071
US92826C8394,V,Visa Inc,USA,NYSE,USD,Common Stock,US92826C8394
US9182041080,VFC,V.F. Corporation,USA,NYSE,USD,Common Stock,US9182041080
US92686J1060,VKTX,"Viking Therapeutics, Inc",USA,NASDAQ,USD,Common Stock,US92686J1060
US91913Y1001,VLO,Valero Energy Corporation,USA,NYSE,USD,Common Stock,US91913Y1001
US9291601097,VMC,Vulcan Materials Company,USA,NYSE,USD,Common Stock,US9291601097
US9290421091,VNO,Vornado Realty Trust,USA,NYSE,USD,Common Stock,US9290421091
SE0000115446,VOLVF,AB Volvo (publ),USA,PINK,USD,Common Stock,SE0000115446
NL0009432491,VOPKF,Royal Vopak N.V,USA,PINK,USD,Common Stock,NL0009432491
US92345Y1064,VRSK,"Verisk Analytics, Inc",USA,NASDAQ,USD,Common Stock,US92345Y1064
US92343E1029,VRSN,"VeriSign, Inc",USA,NASDAQ,USD,Common Stock,US92343E1029
US92532F1003,VRTX,Vertex Pharmaceuticals Incorporated,USA,NASDAQ,USD,Common Stock,US92532F1003
US92276F1003,VTR,"Ventas, Inc",USA,NYSE,USD,Common Stock,US92276F1003
US92243A2006,VXRT,"Vaxart, Inc",USA,NASDAQ,USD,Common Stock,US92243A2006
US92343V1044,VZ,Verizon Communications Inc,USA,NASDAQ,USD,Common Stock,US92343V1044
US9418481035,WAT,Waters Corporation,USA,NYSE,USD,Common Stock,US9418481035
US9314271084,WBA,"Walgreens Boots Alliance, Inc",USA,NASDAQ,USD,Common Stock,US9314271084
US98138H1014,WDAY,"Workday, Inc",USA,NASDAQ,USD,Common Stock,US98138H1014
US92939U1060,WEC,"WEC Energy Group, Inc",USA,NYSE,USD,Common Stock,US92939U1060
US95040Q1040,WELL,Welltower Inc,USA,NYSE,USD,Common Stock,US95040Q1040
US9497461015,WFC,Wells Fargo & Company,USA,NYSE,USD,Common Stock,US9497461015
US9633201069,WHR,Whirlpool Corporation,USA,NYSE,USD,Common Stock,US9633201069
US98138J2069,WKHS,Workhorse Group Inc,USA,NASDAQ,USD,Common Stock,US98138J2069
US94106L1098,WM,"Waste Management, Inc",USA,NYSE,USD,Common Stock,US94106L1098
US9694571004,WMB,"The Williams Companies, Inc",USA,NYSE,USD,Common Stock,US9694571004
US83088V1026,WORK,"Slack Technologies, Inc",USA,NYSE,USD,Common Stock,US83088V1026
US96145D1054,WRK,WestRock Company,USA,NYSE,USD,Common Stock,US96145D1054
US9553061055,WST,"West Pharmaceutical Services, Inc",USA,NYSE,USD,Common Stock,US9553061055
US9598021098,WU,The Western Union Company,USA,NYSE,USD,Common Stock,US9598021098
US9621661043,WY,Weyerhaeuser Company,USA,NYSE,USD,Common Stock,US9621661043
US9831341071,WYNN,"Wynn Resorts, Limited",USA,NASDAQ,USD,Common Stock,US9831341071
US98389B1008,XEL,Xcel Energy Inc,USA,NASDAQ,USD,Common Stock,US98389B1008
US9839191015,XLNX,"Xilinx, Inc",USA,NASDAQ,USD,Common Stock,US9839191015
US30231G1022,XOM,Exxon Mobil Corporation,USA,NYSE,USD,Common Stock,US30231G1022
US98421M1062,XRX,Xerox Holdings Corporation,USA,NYSE,USD,Common Stock,US98421M1062
US98419M1009,XYL,Xylem Inc,USA,NYSE,USD,Common Stock,US98419M1009
US9884981013,YUM,"Yum! Brands, Inc",USA,NYSE,USD,Common Stock,US9884981013
US98956P1021,ZBH,"Zimmer Biomet Holdings, Inc",USA,NYSE,USD,Common Stock,US98956P1021
US9897011071,ZION,"Zions Bancorporation, National Association",USA,NASDAQ,USD,Common Stock,US9897011071
US98980L1017,ZM,"Zoom Video Communications, Inc",USA,NASDAQ,USD,Common Stock,US98980L1017
US98986T1088,ZNGA,Zynga Inc,USA,NASDAQ,USD,Common Stock,US98986T1088
US98978V1035,ZTS,Zoetis Inc,USA,NYSE,USD,Common Stock,US98978V1035
NL0000852580,0LO8,Royal Boskalis Westminster N.V,UK,LSE,GBP,Common Stock,NL0000852580
NL0013332471,0MKS,TomTom N.V,UK,LSE,GBP,Common Stock,NL0013332471
NL0000289213,0NMR,Wereldhave N.V,UK,LSE,GBP,Common Stock,NL0000289213
NL0000395903,0NMU,Wolters Kluwer N.V,UK,LSE,GBP,Common Stock,NL0000395903
NL0000009165,0O26,Heineken N.V,UK,LSE,GBP,Common Stock,NL0000009165
DE0007472060,0O8X,Wirecard AG,UK,LSE,GBP,Common Stock,DE0007472060
NL0009739416,0P47,PostNL N.V.,UK,LSE,GBP,Common Stock,NL0009739416
NL0012969182,0YP5,Adyen N.V,UK,LSE,EUR,Common Stock,NL0012969182
LU1681049018,500U,Amundi Index Solutions - Amundi S&amp;P 500 UCITS ETF C USD,UK,LSE,USD,ETF,LU1681049018
GB00B1XZS820,AAL,Anglo American plc,UK,LSE,GBX,Common Stock,GB00B1XZS820
GB0006731235,ABF,Associated British Foods plc,UK,LSE,GBX,Common Stock,GB0006731235
